date,city,location,restaurant,dish_name,price,units_sold,weather_condition
2024-03-07,Delhi,Dwarka,Punjab Grill,Butter Naan,40,105,Cloudy
2024-03-12,Delhi,Connaught Place,Haldiram's,Paneer Butter Masala,220,30,Cloudy
2024-01-30,Delhi,Hauz Khas,Local Zaika,Chicken Biryani,250,134,Humid
2024-02-27,Delhi,Lajpat Nagar,Punjab Grill,North Indian Thali,200,128,Rainy
2024-04-03,Delhi,Dwarka,Biryani Blues,Chicken Biryani,250,86,Rainy
2024-03-25,Delhi,Rohini,Delhi Darbar,Chicken Biryani,250,133,Rainy
2024-02-23,Delhi,Dwarka,Punjab Grill,Aloo Tikki,80,75,Sunny
2024-01-08,Delhi,Chandni Chowk,Punjab Grill,Rajma Chawal,140,27,Cool
2024-04-16,Delhi,Karol Bagh,Local Zaika,Rajma Chawal,140,136,Sunny
2024-04-02,Delhi,Janakpuri,Zaika-e-Dilli,Rajma Chawal,140,144,Rainy
2024-04-04,Delhi,Janakpuri,Biryani Blues,Amritsari Kulcha,160,105,Humid
2024-04-14,Delhi,Vasant Kunj,Flavors of Delhi,Aloo Tikki,80,148,Sunny
2024-06-18,Delhi,Connaught Place,Flavors of Delhi,Momos,100,22,Humid
2024-01-12,Delhi,Connaught Place,Local Zaika,Rajma Chawal,140,49,Cloudy
2024-02-25,Delhi,Janakpuri,Haldiram's,Chole Bhature,120,102,Sunny
2024-03-27,Delhi,Karol Bagh,Biryani Blues,Momos,100,72,Rainy
2024-05-01,Delhi,Chandni Chowk,Local Zaika,Chole Bhature,120,38,Humid
2024-01-15,Delhi,Hauz Khas,Zaika-e-Dilli,Momos,100,43,Humid
2024-04-15,Delhi,Hauz Khas,Zaika-e-Dilli,Momos,100,65,Rainy
2024-05-07,Delhi,Vasant Kunj,Zaika-e-Dilli,Momos,100,35,Cool
2024-01-08,Delhi,Chandni Chowk,Delhi Darbar,Amritsari Kulcha,160,141,Cool
2024-03-23,Delhi,Karol Bagh,The Spice Route,Momos,100,92,Sunny
2024-01-09,Delhi,Vasant Kunj,The Spice Route,Amritsari Kulcha,160,87,Humid
2024-02-05,Delhi,Chandni Chowk,Flavors of Delhi,Butter Naan,40,61,Sunny
2024-03-06,Delhi,Janakpuri,Punjab Grill,Aloo Tikki,80,17,Humid
2024-01-12,Delhi,Rohini,Biryani Blues,Chicken Biryani,250,18,Humid
2024-05-25,Delhi,Vasant Kunj,Zaika-e-Dilli,Paneer Butter Masala,220,27,Humid
2024-01-03,Delhi,Janakpuri,The Spice Route,Aloo Tikki,80,13,Rainy
2024-05-08,Delhi,Rohini,Punjab Grill,Chole Bhature,120,15,Cloudy
2024-02-15,Delhi,Chandni Chowk,Flavors of Delhi,Amritsari Kulcha,160,74,Rainy
2024-02-11,Delhi,Janakpuri,Biryani Blues,Amritsari Kulcha,160,52,Sunny
2024-04-21,Delhi,Vasant Kunj,Haldiram's,Dal Makhani,180,128,Sunny
2024-02-04,Delhi,Hauz Khas,Zaika-e-Dilli,Chicken Biryani,250,147,Sunny
2024-02-19,Delhi,Connaught Place,Flavors of Delhi,Paneer Butter Masala,220,131,Sunny
2024-04-17,Delhi,Chandni Chowk,The Spice Route,Amritsari Kulcha,160,66,Sunny
2024-03-17,Delhi,Dwarka,Biryani Blues,North Indian Thali,200,39,Sunny
2024-05-02,Delhi,Hauz Khas,Haldiram's,Dal Makhani,180,150,Sunny
2024-05-15,Delhi,Lajpat Nagar,Delhi Darbar,Chicken Biryani,250,80,Humid
2024-01-09,Delhi,Hauz Khas,Biryani Blues,Chicken Biryani,250,46,Cloudy
2024-05-23,Delhi,Janakpuri,Haldiram's,Butter Naan,40,28,Cool
2024-02-12,Delhi,Dwarka,Punjab Grill,Rajma Chawal,140,115,Cloudy
2024-05-24,Delhi,Karol Bagh,Haldiram's,Aloo Tikki,80,83,Cloudy
2024-03-06,Delhi,Janakpuri,Local Zaika,Amritsari Kulcha,160,131,Cool
2024-03-08,Delhi,Hauz Khas,Punjab Grill,Momos,100,135,Humid
2024-06-09,Delhi,Vasant Kunj,Flavors of Delhi,Rajma Chawal,140,67,Rainy
2024-05-05,Delhi,Janakpuri,Zaika-e-Dilli,Chicken Biryani,250,95,Cool
2024-03-24,Delhi,Janakpuri,Delhi Darbar,Aloo Tikki,80,37,Humid
2024-03-02,Delhi,Dwarka,Punjab Grill,Rajma Chawal,140,81,Sunny
2024-01-20,Delhi,Chandni Chowk,The Spice Route,Paneer Butter Masala,220,121,Sunny
2024-06-10,Delhi,Janakpuri,Flavors of Delhi,Chicken Biryani,250,58,Humid
2024-05-06,Delhi,Karol Bagh,The Spice Route,Chole Bhature,120,149,Cool
2024-04-13,Delhi,Lajpat Nagar,Zaika-e-Dilli,Butter Naan,40,113,Sunny
2024-02-29,Delhi,Vasant Kunj,Biryani Blues,Amritsari Kulcha,160,66,Cool
2024-01-23,Delhi,Lajpat Nagar,Delhi Darbar,Butter Naan,40,62,Cool
2024-06-22,Delhi,Hauz Khas,Flavors of Delhi,Momos,100,98,Cloudy
2024-05-16,Delhi,Rohini,Local Zaika,Chicken Biryani,250,124,Cloudy
2024-04-10,Delhi,Karol Bagh,Haldiram's,Chicken Biryani,250,105,Cloudy
2024-02-28,Delhi,Dwarka,Biryani Blues,Butter Naan,40,117,Sunny
2024-02-07,Delhi,Dwarka,Zaika-e-Dilli,Chole Bhature,120,78,Cool
2024-06-29,Delhi,Vasant Kunj,Flavors of Delhi,Paneer Butter Masala,220,78,Rainy
2024-03-15,Delhi,Saket,Biryani Blues,Rajma Chawal,140,62,Rainy
2024-03-10,Delhi,Saket,Biryani Blues,Chicken Biryani,250,106,Cool
2024-05-12,Delhi,Vasant Kunj,Zaika-e-Dilli,Butter Naan,40,140,Rainy
2024-05-18,Delhi,Saket,Haldiram's,Paneer Butter Masala,220,115,Rainy
2024-05-18,Delhi,Chandni Chowk,Zaika-e-Dilli,North Indian Thali,200,49,Sunny
2024-04-05,Delhi,Karol Bagh,Biryani Blues,Rajma Chawal,140,53,Humid
2024-01-28,Delhi,Connaught Place,Punjab Grill,Aloo Tikki,80,114,Sunny
2024-05-13,Delhi,Hauz Khas,Biryani Blues,Amritsari Kulcha,160,65,Cloudy
2024-06-24,Delhi,Chandni Chowk,Biryani Blues,Aloo Tikki,80,97,Cloudy
2024-06-14,Delhi,Connaught Place,Biryani Blues,Paneer Butter Masala,220,47,Sunny
2024-03-09,Delhi,Karol Bagh,Punjab Grill,Chole Bhature,120,101,Sunny
2024-02-19,Delhi,Chandni Chowk,The Spice Route,North Indian Thali,200,109,Sunny
2024-05-14,Delhi,Hauz Khas,Flavors of Delhi,Chicken Biryani,250,62,Sunny
2024-03-29,Delhi,Saket,Punjab Grill,Chole Bhature,120,76,Humid
2024-05-13,Delhi,Lajpat Nagar,Local Zaika,Chole Bhature,120,99,Cool
2024-05-26,Delhi,Lajpat Nagar,Delhi Darbar,Rajma Chawal,140,14,Cool
2024-01-30,Delhi,Rohini,Delhi Darbar,Chicken Biryani,250,65,Humid
2024-04-02,Delhi,Dwarka,The Spice Route,Chicken Biryani,250,117,Sunny
2024-04-11,Delhi,Saket,Flavors of Delhi,Paneer Butter Masala,220,117,Cloudy
2024-03-29,Delhi,Chandni Chowk,Biryani Blues,Rajma Chawal,140,64,Humid
2024-02-04,Delhi,Chandni Chowk,Flavors of Delhi,Momos,100,95,Sunny
2024-06-06,Delhi,Connaught Place,Biryani Blues,Momos,100,16,Rainy
2024-04-01,Delhi,Lajpat Nagar,Zaika-e-Dilli,Aloo Tikki,80,73,Cloudy
2024-06-26,Delhi,Rohini,Local Zaika,Amritsari Kulcha,160,71,Sunny
2024-05-22,Delhi,Saket,Local Zaika,Chole Bhature,120,103,Rainy
2024-03-17,Delhi,Chandni Chowk,Zaika-e-Dilli,Butter Naan,40,115,Cloudy
2024-01-22,Delhi,Saket,The Spice Route,Rajma Chawal,140,39,Rainy
2024-02-11,Delhi,Vasant Kunj,Local Zaika,Chicken Biryani,250,85,Humid
2024-05-19,Delhi,Chandni Chowk,Delhi Darbar,Aloo Tikki,80,20,Sunny
2024-05-09,Delhi,Vasant Kunj,Biryani Blues,North Indian Thali,200,27,Rainy
2024-04-24,Delhi,Hauz Khas,Punjab Grill,Dal Makhani,180,54,Cloudy
2024-02-13,Delhi,Lajpat Nagar,Delhi Darbar,Amritsari Kulcha,160,13,Cool
2024-03-11,Delhi,Saket,Punjab Grill,Momos,100,81,Cloudy
2024-03-18,Delhi,Chandni Chowk,Zaika-e-Dilli,Momos,100,107,Humid
2024-06-27,Delhi,Dwarka,Local Zaika,Chole Bhature,120,16,Sunny
2024-06-15,Delhi,Janakpuri,Delhi Darbar,Dal Makhani,180,125,Cool
2024-03-02,Delhi,Karol Bagh,Punjab Grill,Aloo Tikki,80,13,Cool
2024-03-07,Delhi,Rohini,Zaika-e-Dilli,Amritsari Kulcha,160,41,Humid
2024-06-20,Delhi,Connaught Place,Punjab Grill,Paneer Butter Masala,220,18,Cool
2024-04-14,Delhi,Connaught Place,Local Zaika,Amritsari Kulcha,160,117,Cloudy
2024-05-17,Delhi,Connaught Place,Biryani Blues,Momos,100,114,Cool
2024-04-26,Delhi,Rohini,Haldiram's,Momos,100,56,Humid
2024-03-01,Delhi,Lajpat Nagar,Local Zaika,Chicken Biryani,250,65,Cool
2024-04-01,Delhi,Saket,Zaika-e-Dilli,Momos,100,46,Rainy
2024-03-08,Delhi,Chandni Chowk,Zaika-e-Dilli,Aloo Tikki,80,112,Cloudy
2024-06-01,Delhi,Connaught Place,Delhi Darbar,Amritsari Kulcha,160,106,Rainy
2024-03-25,Delhi,Rohini,The Spice Route,Momos,100,49,Cloudy
2024-06-10,Delhi,Dwarka,Local Zaika,Aloo Tikki,80,47,Cool
2024-04-03,Delhi,Karol Bagh,Zaika-e-Dilli,Chole Bhature,120,103,Cloudy
2024-05-26,Delhi,Connaught Place,Flavors of Delhi,Rajma Chawal,140,146,Humid
2024-02-22,Delhi,Chandni Chowk,Punjab Grill,Amritsari Kulcha,160,51,Cloudy
2024-04-24,Delhi,Janakpuri,Biryani Blues,Chole Bhature,120,17,Sunny
2024-02-24,Delhi,Connaught Place,The Spice Route,Momos,100,101,Cool
2024-01-28,Delhi,Dwarka,Delhi Darbar,Dal Makhani,180,133,Cool
2024-05-03,Delhi,Janakpuri,Punjab Grill,Chole Bhature,120,117,Cool
2024-04-17,Delhi,Karol Bagh,Delhi Darbar,North Indian Thali,200,148,Sunny
2024-06-20,Delhi,Dwarka,Punjab Grill,Momos,100,121,Cloudy
2024-02-03,Delhi,Chandni Chowk,Flavors of Delhi,North Indian Thali,200,79,Rainy
2024-02-16,Delhi,Lajpat Nagar,Biryani Blues,North Indian Thali,200,45,Cloudy
2024-06-11,Delhi,Rohini,Zaika-e-Dilli,North Indian Thali,200,22,Rainy
2024-03-04,Delhi,Saket,Biryani Blues,Chicken Biryani,250,109,Sunny
2024-01-24,Delhi,Janakpuri,Haldiram's,Amritsari Kulcha,160,120,Rainy
2024-04-03,Delhi,Janakpuri,Biryani Blues,Chicken Biryani,250,52,Rainy
2024-02-22,Delhi,Rohini,Biryani Blues,Aloo Tikki,80,112,Cool
2024-02-23,Delhi,Karol Bagh,Punjab Grill,Momos,100,78,Cloudy
2024-03-26,Delhi,Saket,Flavors of Delhi,Chole Bhature,120,79,Cool
2024-05-29,Delhi,Saket,Zaika-e-Dilli,Dal Makhani,180,131,Humid
2024-01-09,Delhi,Karol Bagh,The Spice Route,Rajma Chawal,140,80,Cool
2024-02-18,Delhi,Hauz Khas,The Spice Route,Chicken Biryani,250,15,Rainy
2024-04-25,Delhi,Rohini,Local Zaika,Paneer Butter Masala,220,52,Sunny
2024-05-23,Delhi,Lajpat Nagar,The Spice Route,Rajma Chawal,140,21,Sunny
2024-01-02,Delhi,Karol Bagh,Flavors of Delhi,Chicken Biryani,250,131,Cloudy
2024-05-02,Delhi,Dwarka,Haldiram's,Dal Makhani,180,32,Cool
2024-03-21,Delhi,Vasant Kunj,Zaika-e-Dilli,Aloo Tikki,80,77,Sunny
2024-06-23,Delhi,Rohini,Local Zaika,Amritsari Kulcha,160,122,Cloudy
2024-05-28,Delhi,Vasant Kunj,Delhi Darbar,North Indian Thali,200,94,Rainy
2024-06-07,Delhi,Dwarka,Flavors of Delhi,Amritsari Kulcha,160,131,Rainy
2024-03-19,Delhi,Dwarka,Biryani Blues,Amritsari Kulcha,160,36,Cool
2024-03-28,Delhi,Chandni Chowk,Flavors of Delhi,Momos,100,27,Sunny
2024-01-14,Delhi,Connaught Place,Local Zaika,Chicken Biryani,250,109,Humid
2024-05-30,Delhi,Lajpat Nagar,Punjab Grill,Butter Naan,40,67,Cool
2024-01-31,Delhi,Dwarka,The Spice Route,Chicken Biryani,250,132,Sunny
2024-03-25,Delhi,Chandni Chowk,Punjab Grill,Paneer Butter Masala,220,31,Rainy
2024-06-01,Delhi,Janakpuri,The Spice Route,Chicken Biryani,250,74,Humid
2024-04-12,Delhi,Karol Bagh,Zaika-e-Dilli,Paneer Butter Masala,220,95,Sunny
2024-04-05,Delhi,Saket,Punjab Grill,Aloo Tikki,80,78,Rainy
2024-04-12,Delhi,Dwarka,Zaika-e-Dilli,Momos,100,108,Sunny
2024-04-07,Delhi,Karol Bagh,Zaika-e-Dilli,Dal Makhani,180,61,Cloudy
2024-05-03,Delhi,Hauz Khas,The Spice Route,North Indian Thali,200,150,Cool
2024-05-07,Delhi,Dwarka,The Spice Route,North Indian Thali,200,72,Cool
2024-02-02,Delhi,Hauz Khas,The Spice Route,Dal Makhani,180,32,Cloudy
2024-04-19,Delhi,Karol Bagh,Biryani Blues,Dal Makhani,180,70,Humid
2024-03-09,Delhi,Vasant Kunj,Biryani Blues,Chole Bhature,120,87,Cool
2024-02-10,Delhi,Janakpuri,Delhi Darbar,Aloo Tikki,80,74,Rainy
2024-04-05,Delhi,Vasant Kunj,Punjab Grill,Amritsari Kulcha,160,26,Cool
2024-02-25,Delhi,Janakpuri,Biryani Blues,Amritsari Kulcha,160,15,Cloudy
2024-06-06,Delhi,Vasant Kunj,Local Zaika,Dal Makhani,180,25,Sunny
2024-06-08,Delhi,Karol Bagh,Punjab Grill,Rajma Chawal,140,146,Cloudy
2024-06-03,Delhi,Janakpuri,Biryani Blues,Butter Naan,40,88,Humid
2024-02-14,Delhi,Lajpat Nagar,Flavors of Delhi,Chole Bhature,120,116,Rainy
2024-04-17,Delhi,Saket,Punjab Grill,Chole Bhature,120,113,Cool
2024-04-22,Delhi,Chandni Chowk,Flavors of Delhi,Aloo Tikki,80,73,Cool
2024-01-15,Delhi,Saket,Haldiram's,Chole Bhature,120,84,Humid
2024-04-09,Delhi,Vasant Kunj,The Spice Route,Paneer Butter Masala,220,60,Cloudy
2024-01-31,Delhi,Dwarka,Delhi Darbar,North Indian Thali,200,29,Cloudy
2024-05-18,Delhi,Janakpuri,Punjab Grill,Aloo Tikki,80,68,Cool
2024-05-21,Delhi,Connaught Place,Biryani Blues,Momos,100,125,Sunny
2024-04-14,Delhi,Vasant Kunj,Flavors of Delhi,Chicken Biryani,250,110,Sunny
2024-02-01,Delhi,Vasant Kunj,Zaika-e-Dilli,Chole Bhature,120,90,Cool
2024-05-04,Delhi,Hauz Khas,Flavors of Delhi,Chicken Biryani,250,86,Humid
2024-02-22,Delhi,Hauz Khas,Biryani Blues,Aloo Tikki,80,26,Humid
2024-05-10,Delhi,Janakpuri,Haldiram's,Rajma Chawal,140,128,Sunny
2024-01-27,Delhi,Connaught Place,Zaika-e-Dilli,Momos,100,109,Humid
2024-06-23,Delhi,Chandni Chowk,Haldiram's,Momos,100,112,Cool
2024-01-28,Delhi,Chandni Chowk,Flavors of Delhi,Amritsari Kulcha,160,111,Cloudy
2024-01-23,Delhi,Saket,Haldiram's,Amritsari Kulcha,160,17,Sunny
2024-06-19,Delhi,Rohini,Biryani Blues,Rajma Chawal,140,95,Cloudy
2024-05-12,Delhi,Chandni Chowk,Delhi Darbar,North Indian Thali,200,81,Cloudy
2024-05-29,Delhi,Chandni Chowk,Biryani Blues,Rajma Chawal,140,48,Cloudy
2024-04-20,Delhi,Chandni Chowk,Local Zaika,Chicken Biryani,250,104,Cool
2024-04-27,Delhi,Vasant Kunj,Punjab Grill,Chicken Biryani,250,110,Cool
2024-06-21,Delhi,Chandni Chowk,Delhi Darbar,Rajma Chawal,140,35,Rainy
2024-05-25,Delhi,Rohini,Haldiram's,Rajma Chawal,140,38,Cloudy
2024-06-09,Delhi,Janakpuri,Local Zaika,Chicken Biryani,250,89,Humid
2024-04-29,Delhi,Janakpuri,Local Zaika,Chole Bhature,120,79,Cloudy
2024-05-14,Delhi,Dwarka,Delhi Darbar,Momos,100,103,Cloudy
2024-05-22,Delhi,Karol Bagh,Delhi Darbar,Aloo Tikki,80,74,Rainy
2024-04-05,Delhi,Rohini,The Spice Route,Amritsari Kulcha,160,95,Rainy
2024-04-26,Delhi,Vasant Kunj,Delhi Darbar,Chicken Biryani,250,137,Sunny
2024-05-26,Delhi,Karol Bagh,Haldiram's,Rajma Chawal,140,139,Cool
2024-03-10,Delhi,Lajpat Nagar,Flavors of Delhi,Momos,100,46,Rainy
2024-06-27,Delhi,Vasant Kunj,Flavors of Delhi,North Indian Thali,200,44,Cloudy
2024-02-11,Delhi,Dwarka,Punjab Grill,Amritsari Kulcha,160,90,Humid
2024-04-25,Delhi,Vasant Kunj,Local Zaika,Chicken Biryani,250,104,Cool
2024-03-07,Delhi,Saket,Delhi Darbar,North Indian Thali,200,47,Cool
2024-03-13,Delhi,Lajpat Nagar,Punjab Grill,Chole Bhature,120,128,Cool
2024-05-04,Delhi,Saket,Biryani Blues,Dal Makhani,180,18,Humid
2024-02-29,Delhi,Lajpat Nagar,Local Zaika,Momos,100,29,Cool
2024-06-25,Delhi,Vasant Kunj,The Spice Route,Paneer Butter Masala,220,80,Cloudy
2024-06-26,Delhi,Vasant Kunj,Punjab Grill,Chicken Biryani,250,22,Sunny
2024-01-19,Delhi,Janakpuri,Flavors of Delhi,Momos,100,60,Cool
2024-01-21,Delhi,Vasant Kunj,The Spice Route,Chole Bhature,120,147,Rainy
2024-02-27,Delhi,Janakpuri,Flavors of Delhi,Rajma Chawal,140,25,Rainy
2024-04-13,Delhi,Karol Bagh,The Spice Route,Amritsari Kulcha,160,107,Rainy
2024-01-29,Delhi,Janakpuri,Punjab Grill,Dal Makhani,180,17,Sunny
2024-03-30,Delhi,Karol Bagh,The Spice Route,Momos,100,136,Cool
2024-01-05,Delhi,Connaught Place,Delhi Darbar,Aloo Tikki,80,48,Cloudy
2024-02-10,Delhi,Lajpat Nagar,Flavors of Delhi,Momos,100,18,Cloudy
2024-03-10,Delhi,Rohini,Haldiram's,Paneer Butter Masala,220,41,Cloudy
2024-05-18,Delhi,Rohini,Flavors of Delhi,Chole Bhature,120,54,Sunny
2024-01-25,Delhi,Hauz Khas,Biryani Blues,Butter Naan,40,106,Sunny
2024-04-06,Delhi,Janakpuri,Haldiram's,Dal Makhani,180,10,Rainy
2024-04-06,Delhi,Chandni Chowk,Zaika-e-Dilli,Rajma Chawal,140,33,Humid
2024-02-09,Delhi,Saket,Punjab Grill,Aloo Tikki,80,17,Sunny
2024-05-07,Delhi,Dwarka,The Spice Route,Paneer Butter Masala,220,30,Cloudy
2024-01-06,Delhi,Dwarka,Haldiram's,Paneer Butter Masala,220,147,Cloudy
2024-01-13,Delhi,Hauz Khas,Haldiram's,Aloo Tikki,80,135,Cool
2024-01-04,Delhi,Connaught Place,Flavors of Delhi,North Indian Thali,200,43,Cool
2024-01-11,Delhi,Vasant Kunj,The Spice Route,Chicken Biryani,250,29,Humid
2024-03-25,Delhi,Karol Bagh,Local Zaika,Dal Makhani,180,74,Cloudy
2024-05-18,Delhi,Connaught Place,Delhi Darbar,Momos,100,19,Cloudy
2024-02-12,Delhi,Chandni Chowk,Zaika-e-Dilli,Amritsari Kulcha,160,103,Cool
2024-06-22,Delhi,Janakpuri,Punjab Grill,Butter Naan,40,132,Rainy
2024-01-09,Delhi,Janakpuri,Zaika-e-Dilli,Butter Naan,40,93,Cloudy
2024-03-30,Delhi,Janakpuri,Delhi Darbar,Dal Makhani,180,135,Humid
2024-06-06,Delhi,Dwarka,Punjab Grill,Dal Makhani,180,124,Cool
2024-03-29,Delhi,Saket,Local Zaika,Amritsari Kulcha,160,12,Cloudy
2024-01-21,Delhi,Connaught Place,Zaika-e-Dilli,Momos,100,65,Rainy
2024-02-16,Delhi,Vasant Kunj,Flavors of Delhi,Rajma Chawal,140,51,Cool
2024-04-12,Delhi,Karol Bagh,Zaika-e-Dilli,Rajma Chawal,140,37,Humid
2024-03-28,Delhi,Vasant Kunj,Local Zaika,Momos,100,39,Humid
2024-02-03,Delhi,Rohini,The Spice Route,Amritsari Kulcha,160,102,Sunny
2024-03-05,Delhi,Janakpuri,Punjab Grill,Amritsari Kulcha,160,109,Cloudy
2024-05-16,Delhi,Hauz Khas,Zaika-e-Dilli,Dal Makhani,180,53,Cool
2024-06-28,Delhi,Vasant Kunj,Flavors of Delhi,Chicken Biryani,250,128,Humid
2024-06-08,Delhi,Dwarka,Local Zaika,Dal Makhani,180,72,Cool
2024-01-26,Delhi,Hauz Khas,Flavors of Delhi,North Indian Thali,200,90,Sunny
2024-06-23,Delhi,Dwarka,Punjab Grill,Dal Makhani,180,115,Sunny
2024-01-18,Delhi,Dwarka,Biryani Blues,North Indian Thali,200,71,Cloudy
2024-02-03,Delhi,Lajpat Nagar,Punjab Grill,North Indian Thali,200,59,Cool
2024-04-26,Delhi,Rohini,Zaika-e-Dilli,Rajma Chawal,140,120,Sunny
2024-03-22,Delhi,Connaught Place,Haldiram's,Amritsari Kulcha,160,16,Cool
2024-03-06,Delhi,Janakpuri,Local Zaika,North Indian Thali,200,74,Cool
2024-01-02,Delhi,Chandni Chowk,The Spice Route,Momos,100,122,Cool
2024-06-08,Delhi,Lajpat Nagar,Flavors of Delhi,Chicken Biryani,250,114,Cloudy
2024-04-14,Delhi,Karol Bagh,Punjab Grill,Aloo Tikki,80,69,Cloudy
2024-05-06,Delhi,Connaught Place,Local Zaika,Chole Bhature,120,21,Sunny
2024-02-20,Delhi,Karol Bagh,Local Zaika,Chicken Biryani,250,96,Cloudy
2024-01-29,Delhi,Saket,Flavors of Delhi,Rajma Chawal,140,30,Cloudy
2024-05-15,Delhi,Hauz Khas,Zaika-e-Dilli,Momos,100,102,Humid
2024-03-18,Delhi,Vasant Kunj,Biryani Blues,Butter Naan,40,110,Cloudy
2024-01-17,Delhi,Rohini,Biryani Blues,North Indian Thali,200,119,Cool
2024-01-22,Delhi,Dwarka,Local Zaika,North Indian Thali,200,52,Rainy
2024-02-26,Delhi,Dwarka,Zaika-e-Dilli,Dal Makhani,180,17,Rainy
2024-05-03,Delhi,Rohini,Flavors of Delhi,Aloo Tikki,80,82,Cool
2024-05-03,Delhi,Janakpuri,Punjab Grill,Paneer Butter Masala,220,26,Cool
2024-03-06,Delhi,Lajpat Nagar,Local Zaika,Chole Bhature,120,27,Cloudy
2024-06-02,Delhi,Karol Bagh,Zaika-e-Dilli,Momos,100,48,Humid
2024-03-05,Delhi,Chandni Chowk,Delhi Darbar,Dal Makhani,180,79,Humid
2024-01-19,Delhi,Chandni Chowk,Zaika-e-Dilli,Momos,100,51,Humid
2024-02-13,Delhi,Connaught Place,Local Zaika,Chole Bhature,120,137,Cool
2024-03-07,Delhi,Rohini,Flavors of Delhi,Paneer Butter Masala,220,115,Rainy
2024-05-30,Delhi,Janakpuri,Haldiram's,Dal Makhani,180,16,Cloudy
2024-02-21,Delhi,Chandni Chowk,Flavors of Delhi,Aloo Tikki,80,141,Sunny
2024-01-26,Delhi,Hauz Khas,Local Zaika,Aloo Tikki,80,61,Sunny
2024-02-11,Delhi,Rohini,Zaika-e-Dilli,North Indian Thali,200,24,Cool
2024-02-25,Delhi,Chandni Chowk,Biryani Blues,Chicken Biryani,250,39,Humid
2024-04-28,Delhi,Rohini,Local Zaika,Aloo Tikki,80,95,Sunny
2024-06-08,Delhi,Chandni Chowk,Biryani Blues,Momos,100,13,Cloudy
2024-02-01,Delhi,Saket,Haldiram's,Chicken Biryani,250,66,Rainy
2024-06-25,Delhi,Saket,Zaika-e-Dilli,Paneer Butter Masala,220,38,Cool
2024-02-12,Delhi,Dwarka,The Spice Route,Chicken Biryani,250,87,Rainy
2024-04-03,Delhi,Connaught Place,Haldiram's,North Indian Thali,200,96,Humid
2024-06-26,Delhi,Hauz Khas,Local Zaika,Paneer Butter Masala,220,79,Sunny
2024-02-29,Delhi,Karol Bagh,Local Zaika,North Indian Thali,200,20,Cloudy
2024-06-02,Delhi,Saket,Local Zaika,Dal Makhani,180,149,Humid
2024-04-25,Delhi,Connaught Place,Zaika-e-Dilli,Aloo Tikki,80,148,Sunny
2024-03-07,Delhi,Janakpuri,The Spice Route,Chicken Biryani,250,138,Sunny
2024-06-24,Delhi,Karol Bagh,The Spice Route,Rajma Chawal,140,117,Humid
2024-06-22,Delhi,Hauz Khas,Local Zaika,Butter Naan,40,54,Cloudy
2024-04-23,Delhi,Connaught Place,Zaika-e-Dilli,Chole Bhature,120,137,Sunny
2024-05-19,Delhi,Connaught Place,Zaika-e-Dilli,Chole Bhature,120,145,Cool
2024-06-07,Delhi,Dwarka,Biryani Blues,North Indian Thali,200,59,Cool
2024-02-12,Delhi,Janakpuri,Biryani Blues,Chole Bhature,120,24,Cool
2024-04-09,Delhi,Chandni Chowk,Flavors of Delhi,Chole Bhature,120,145,Humid
2024-06-08,Delhi,Karol Bagh,Local Zaika,Paneer Butter Masala,220,58,Rainy
2024-03-08,Delhi,Chandni Chowk,Zaika-e-Dilli,Dal Makhani,180,141,Cloudy
2024-03-29,Delhi,Vasant Kunj,Haldiram's,Momos,100,135,Cool
2024-05-30,Delhi,Vasant Kunj,Biryani Blues,Chole Bhature,120,132,Cloudy
2024-02-18,Delhi,Karol Bagh,Delhi Darbar,Dal Makhani,180,135,Humid
2024-06-18,Delhi,Rohini,Delhi Darbar,Chicken Biryani,250,44,Cloudy
2024-05-09,Delhi,Saket,Zaika-e-Dilli,Chole Bhature,120,78,Cloudy
2024-02-06,Delhi,Rohini,Haldiram's,Aloo Tikki,80,46,Rainy
2024-03-13,Delhi,Karol Bagh,Flavors of Delhi,Rajma Chawal,140,137,Cool
2024-05-02,Delhi,Dwarka,Haldiram's,Chole Bhature,120,34,Cloudy
2024-04-11,Delhi,Saket,The Spice Route,Chicken Biryani,250,135,Cloudy
2024-01-16,Delhi,Dwarka,Delhi Darbar,Rajma Chawal,140,120,Cool
2024-06-15,Delhi,Lajpat Nagar,The Spice Route,Rajma Chawal,140,64,Sunny
2024-05-10,Delhi,Dwarka,Delhi Darbar,Dal Makhani,180,70,Humid
2024-05-25,Delhi,Saket,Delhi Darbar,Chicken Biryani,250,145,Cloudy
2024-01-08,Delhi,Connaught Place,Delhi Darbar,North Indian Thali,200,15,Cloudy
2024-02-16,Delhi,Saket,Punjab Grill,Rajma Chawal,140,89,Sunny
2024-01-21,Delhi,Lajpat Nagar,Delhi Darbar,Momos,100,114,Sunny
2024-02-19,Delhi,Hauz Khas,Zaika-e-Dilli,Chole Bhature,120,50,Cool
2024-02-14,Delhi,Lajpat Nagar,Haldiram's,North Indian Thali,200,63,Cool
2024-03-15,Delhi,Rohini,Local Zaika,Amritsari Kulcha,160,61,Cool
2024-04-24,Delhi,Connaught Place,Flavors of Delhi,Amritsari Kulcha,160,59,Humid
2024-02-03,Delhi,Lajpat Nagar,The Spice Route,Momos,100,44,Sunny
2024-02-04,Delhi,Saket,Flavors of Delhi,Momos,100,62,Rainy
2024-02-11,Delhi,Lajpat Nagar,Zaika-e-Dilli,North Indian Thali,200,59,Cloudy
